name,category,website,delete,comments,city,lat,lon,
Maleras Crystal Stockholm,arts_and_crafts,http://malerasstockholm.se/,2,Crystal store,Stockholm,"59,32956","18,06582",
Malmstenbutiken,arts_and_crafts,http://www.malmsten.se/,2,Design shop,Stockholm,"59,3366039","18,0756389",
Materialbutiken,arts_and_crafts,https://www.materialbutiken.se/,2,Paint shop,Stockholm,"59,3143916","18,0763682",
Matton,arts_and_crafts,http://www.mattonbutiken.se/,2,Paint shop,Stockholm,"59,341426","18,059898",
Metallinramningar,arts_and_crafts,http://www.metallinramningar.se/,2,Frame shop,Stockholm,"59,340739","18,059023",
Nanni's,arts_and_crafts,https://nannipilhjarta.com/,2,pop-up restaurant at home and Finnish courses,Stockholm,"59,34552","18,10565",
Oängslig Keramik,arts_and_crafts,http://oangsligkeramik.se/,2,pottery courses,Stockholm,"59,2775657","17,9657622",
Party Land Sweden,arts_and_crafts,http://party-land.se/start/,2,Not relevant,Stockholm,"59,2423261","18,0921066",
Pen Store,arts_and_crafts,http://www.penstore.se/,2,Paint shop,Stockholm,"59,3176204","18,0518619",
PlanticumWorld,arts_and_crafts,http://planticum.com/,2, Plants and garden shop ,Stockholm,"59,33547","18,08171",
Poppy Posters,arts_and_crafts,http://www.poppyposters.se/,2,Art prints,Stockholm,"59,3153813","18,099929",
Posterhead,arts_and_crafts,https://posterhead.se/,2,Closed,Stockholm,"59,3974","17,94816",
RamSyd,arts_and_crafts,http://www.ramsyd.se/,2,Frame shop,Stockholm,"59,2537182","18,0787188",
Screentec AB - Screentrycksmaterial,arts_and_crafts,http://screentec.se/,2,Paint shop,Stockholm,"59,2970634","18,0158824",
Sebastian Schildt,arts_and_crafts,http://sebastianschildt.se/,2,silversmith ,Stockholm,"59,3344878","18,0885156",
Seemann,arts_and_crafts,http://www.seemann.nu,2,Pottery,Stockholm,"59,326857","18,045469",
Sidencarlson,arts_and_crafts,http://www.sidencarlson.com/,2,Fabric shop,Stockholm,"59,3351873","18,0601839",
Simbra Siden,arts_and_crafts,http://www.simbrasiden.se/,2,Fabric shop,Stockholm,"59,339386","18,052166",
Sirocco Mosaïque,arts_and_crafts,http://www.mosaikdesign.se/,2,Design shop,Stockholm,"59,329873","18,029423",
Skansenbutiken,arts_and_crafts,http://www.skansenbutiken.se/,2,Craft shop,Stockholm,"59,32448","18,1004462",
Steven Taipale konstnär,arts_and_crafts,http://www.steventaipale.se/,2,Artist frame shop,Stockholm,"59,3379822","18,0917491",
Stockholms Förgyllning & Bildhuggeri,arts_and_crafts,http://www.xn--stockholmsfrgyllning-ebc.se/,2,Woodcarving gilding,Stockholm,"59,3441565","18,0473108",
Studio Clay Stockholm,arts_and_crafts,http://www.studioclay.se/,2,Pottery courses,Stockholm,"59,34925","18,04451",
Svensk hemslöjd,arts_and_crafts,http://www.svenskhemslojd.com/,2,Craft shop,Stockholm,"59,335351","18,07134",
Svensk SlÖJd,arts_and_crafts,http://www.svenskslojd.se/,2,Closed,Stockholm,"59,33534","18,07778",
Södermalms Konsthall,arts_and_crafts,http://www.sodermalmskonsthall.se/,2,Print shop,Stockholm,"59,3116607","18,0756982",
Söders Tyger,arts_and_crafts,http://www.soderstyger.se/,2,Fabric shop,Stockholm,"59,318028","18,0565229",
Søstrene Grene,arts_and_crafts,https://sostrenegrene.com/se/butiker/liljeholmstorget-stockholm-s-2022,2,Not relevant,Stockholm,"59,3093149","18,0223651",
Tavelbutiken,arts_and_crafts,https://tavelbutiken.com/,2,Print shop,Stockholm,"59,27064","18,03906",
Teitur.lab,arts_and_crafts,https://www.teiturardal.com/,2,Fashion photography,Stockholm,"59,30671","18,07738",
The Creativity House,arts_and_crafts,http://www.thecreativityhouse.se,2,Pottery courses,Stockholm,"59,3317333","18,0264268",
Tomtar & Troll,arts_and_crafts,http://www.tomtar-troll.com,2,Pop up trolls shop,Stockholm,"59,323367","18,073321",
Trollgods keramik,arts_and_crafts,http://www.trollgods.se/,2,Craft shop,Stockholm,"59,3457972","18,0978252",
Tufterian,arts_and_crafts,https://tufterian.se/,2,Tufting workshop,Stockholm,"59,3118254","18,0755868",
Tygverket Stockholm,arts_and_crafts,http://www.tygverket.se/,2,Fabric shop,Stockholm,"59,3179915","18,0669428",
Wincent Garner,arts_and_crafts,http://www.wincentgarner.se/,2,yarns and wool.,Stockholm,"59,3440585","18,049779",
Yachoh Skomakeri,arts_and_crafts,Ingen webbplats,2,Not relevant,Stockholm,"59,336584","18,06505",
Åsa Lindström Keramik,arts_and_crafts,http://www.asalindstrom.com/,2,Pottery design shop,Stockholm,"59,3152001","18,0759932",
#Stockholmsjul,arts_and_entertainment,https://stockholmsjul.se/,2,,Stockholm,"59,3334503","18,0606098",
202 Entertainment,arts_and_entertainment,Ingen webbplats,2,Not based in Stockholm,Stockholm,"59,3466865","18,0570144",
2dance,arts_and_entertainment,http://www.2dance.se/,2,Mobile service,Stockholm,"59,341624","18,046569",
A Love Supreme,arts_and_entertainment,http://www.alovesupreme.se/,2,Agentur,Stockholm,"59,3138343","18,0729336",
A4,arts_and_entertainment,http://atelje4.com/,2,closed,Stockholm,"59,3069","18,07021",
Afro Talent,arts_and_entertainment,https://www.afrotalent.nu/,2,closed?,Stockholm,"59,2781909","17,9058239",
Afrodance Sweden,arts_and_entertainment,http://www.afrodancesweden.com/,2,???,Stockholm,"59,34629","18,05133",
Alem Event,arts_and_entertainment,http://www.alemevent.com/,2,agency,Stockholm,"59,33899","18,00904",
Allkonstrummet,arts_and_entertainment,http://www.allkonstrummet.se/,2,closed,Stockholm,"59,3479228","18,1115627",
Anders Hanser Produktion,arts_and_entertainment,http://www.hanser.se,2,produktionsbolag,Stockholm,"59,337878","18,083119",
Artist & Eventbolaget,arts_and_entertainment,http://www.artistocheventbolaget.com/,2,en slags bokningsservice,Stockholm,"59,333064","18,056332",
Artisttorget,arts_and_entertainment,http://www.artisttorget.se/,2,bokningsservice,Stockholm,"59,38229","17,84754",
Ateljé Donna dell'Arte,arts_and_entertainment,http://www.donnadellarte.se/,2,företag,Stockholm,"59,2879502","18,0665021",
Ateljeföreningen Kattrumpan,arts_and_entertainment,Ingen webbplats,2,seems closed  ,Stockholm,"59,31982","18,05913",
Avalanche Studios Group,arts_and_entertainment,http://www.avalanchestudios.com/,2,Gaming bolag,Stockholm,"59,31323","18,07129",
Avemo Kerstin,arts_and_entertainment,Ingen webbplats,2,Enskild person,Stockholm,"59,329114","18,067881",
Barnens Allsång,arts_and_entertainment,http://www.svt.se/allsang/,2,,Stockholm,"59,325408","18,10214",
Barnkanalen,arts_and_entertainment,http://barnkanalen.se,2,,Stockholm,"59,3367324","18,1036293",
Barra Querida,arts_and_entertainment,http://www.barraquerida.se/,2,enskild person?,Stockholm,"59,3175577","18,0521557",
Basar Under,arts_and_entertainment,http://www.basarunder.com/,2,seems closed,Stockholm,"59,3122016","18,0741739",
BEEP Multimedia & Musik,arts_and_entertainment,http://www.beep.nu/,2,agentur av nåt slag,Stockholm,"59,320107","17,98626",
"Bengt Ahlin, Marius Gran, Ulf Wagner. Ljusinstallationer Bellevueparken",arts_and_entertainment,http://haga-brunnsviken.org/wp-content/uploads/2013/06/Ljusfest2015.pdf,2,grej från 2015,Stockholm,"59,351942","18,045495",
Besöksliv,arts_and_entertainment,http://www.besoksliv.se/,2,nyhetsbrev,Stockholm,"59,314","18,05689",
Borgbaletten,arts_and_entertainment,http://www.borgbaletten.se/,2,closed 2023?,Stockholm,"59,3466682","18,0547695",
Boulbaren,arts_and_entertainment,Ingen webbplats,2,,Stockholm,"59,31197","18,08212",
Boulebar Rådhuset,arts_and_entertainment,http://www.boulebar.se/stockholm,2,,Stockholm,"59,32764","18,054795",
Calegie Events,arts_and_entertainment,http://www.calegie.se/,2,,Stockholm,"59,32627","18,08217",
ChorusClass,arts_and_entertainment,https://www.chorusclass.com/,2,digitial,Stockholm,"59,33574","18,06596",
Club 666 Ozzy Army A20,arts_and_entertainment,www.ozzyarmy.nu,2,,Stockholm,"59,294906","18,0829218",
Club Privé,arts_and_entertainment,http://www.privesthlm.com,2,,Stockholm,"59,341225","18,060898",
Cool Magic Stockholm,arts_and_entertainment,http://www.coolmagic.se,2,enskild,Stockholm,"59,353768","18,0961669",
dfm,arts_and_entertainment,http://www.dfm.se/,2,based in Malmö,Stockholm,"59,346915","18,038125",
DIF Ungdomskansli,arts_and_entertainment,http://dif.se,2,,Stockholm,"59,355745","18,095949",
Djurgården Hockey,arts_and_entertainment,http://www.difhockey.se,2,,Stockholm,"59,2940716","18,0661695",
Ebbas Värld,arts_and_entertainment,https://ebbasvarld.se/,2,"enskild, bas i Tyresö",Stockholm,"59,341205","18,033598",
Evropi Nöjen,arts_and_entertainment,https://billetto.se/e/a-tribute-to-legendary-singer-stelios-kazantzidis,2,biljettförsäljning,Stockholm,"59,4088821","17,9381866",
Exit Stockholm AB,arts_and_entertainment,http://www.exit-stockholm.se/,2,socialt arbete,Stockholm,"59,4082988","17,9290993",
Fantastiska Nöjen vid Globen,arts_and_entertainment,http://www.nojestorget.se,2,,Stockholm,"59,2952897","18,0800388",
Farmer street,arts_and_entertainment,http://www.lundgrenmusic.com/,2,enskild,Stockholm,"59,3122385","18,0762911",
Favela Viking club,arts_and_entertainment,Ingen webbplats,2,closed,Stockholm,"59,2948799","18,0929108",
Felicias keramik,arts_and_entertainment,http://saranermansdotter.wixsite.com/nermansdotter,2,enskild,Stockholm,"59,33354","18,00013",
Festvåning Istanbul,arts_and_entertainment,http://festvaningistanbul.se/,2,festvånging,Stockholm,"59,29065","18,01737",
Filmpolis.se,arts_and_entertainment,http://www.filmpolis.se/,2,teaterrekvisita,Stockholm,"59,335447","18,029014",
Filmregion Stockholm-Mälardalen,arts_and_entertainment,http://www.frsm.se,2,film produktionsbolag,Stockholm,"59,35627","18,05748",
Financial investment guru   4,arts_and_entertainment,Ingen webbplats,2,closed 2022,Stockholm,"59,29418","18,02858",
Fiskargatan 9,arts_and_entertainment,Ingen webbplats,2,,Stockholm,"59,3180727","18,0764113",
"Flashdance The Musical, Sweden",arts_and_entertainment,http://www.flashdance-themusical.se/,2,,Stockholm,"59,3325401","18,0734767",
Flippergubben,arts_and_entertainment,http://www.flippergubben.se/,2,,Stockholm,"59,333265","18,0338302",
Francis Floor,arts_and_entertainment,http://francisfloor.com/,2,closed 2020,Stockholm,"59,31392","18,08017",
Fridhems Akvarier,arts_and_entertainment,http://ru.wikipedia.org/wiki/%24%40%38%34%45%35%3C%41%3F%3B%30%3D_(%41%42%30%3D%46%38%4F_%3C%35%42%40%3E),2,,Stockholm,"59,3325","18,030556",
Fritz's Corner,arts_and_entertainment,http://www.fritzscorner.se/,2,,Stockholm,"59,3117913","18,0748063",
Fritzs Corner,arts_and_entertainment,Ingen webbplats,2,,Stockholm,"59,309778","18,067217",
Galleri Sköld,arts_and_entertainment,Ingen webbplats,2,digitalt bara???,Stockholm,"59,342779","17,9040552",
Gallerizoo,arts_and_entertainment,http://www.gallerizoo.se/se,2,knapp digital närvar,Stockholm,"59,33776","18,06715",
Glada Sprutan,arts_and_entertainment,Ingen webbplats,2,huset revs 2025,Stockholm,"59,3076693","17,9712323",
Gruvan,arts_and_entertainment,https://johandahlberg.org/,2,enskild,Stockholm,"59,331802","18,015254",
Gruvan INC,arts_and_entertainment,Ingen webbplats,2,closed 2018,Stockholm,"59,31898","18,03424",
Handelsspexet,arts_and_entertainment,https://www.sasse.se/handelsspexet,2,,Stockholm,"59,34169","18,05724",
Hedesundavävarna - EVA Forsberg,arts_and_entertainment,Ingen webbplats,2,Not based in Stockholm?,Stockholm,"59,3151483","18,062768",
Hedvig Eleonora Vokalensemble,arts_and_entertainment,http://www.hedvigeleonoravokalensemble.se/,2,,Stockholm,"59,335825","18,080846",
Howcom Evolution,arts_and_entertainment,http://www.howcom.se,2,"PR, Mediabyrå",Stockholm,"59,334388","18,063951",
Hälsovillan,arts_and_entertainment,http://numberoneyou.se/,2,,Stockholm,"59,391133","17,772026",
Jacob Dahlgren,arts_and_entertainment,http://www.jacobdahlgren.com/,2,enskild,Stockholm,"59,31251","18,07573",
Jonjons & Gräll frilansbyrå AB,arts_and_entertainment,http://blogg.jonjonsgrall.se/,2,företag low digital precence,Stockholm,"59,341412","18,036942",
Julias dansevent,arts_and_entertainment,http://www.juliasdansevent.se/,2,closed,Stockholm,"59,3141652","18,0829043",
Kaffemissionären,arts_and_entertainment,https://www.kaffemissionaren.se/,2,,Stockholm,"59,3159014","18,0723265",
Kahlo,arts_and_entertainment,http://www.kahlo.se/,2,agentur,Stockholm,"59,33638","18,05421",
Keramiker Eva D'art,arts_and_entertainment,http://www.evadart.se/,2,webbutik,Stockholm,"59,31499","18,07529",
Keystothecity,arts_and_entertainment,www.keystothecity.se,2,closed sedan 2022?,Stockholm,"59,31878","18,05964",
Klubb Backen,arts_and_entertainment,Ingen webbplats,2,no digital presence,Stockholm,"59,3061726","17,9667038",
Konstnären Mats Arrhénborg,arts_and_entertainment,http://Scenograf.se/,2,enskild och baserad i Haninge,Stockholm,"59,341378","18,041463",
Kulturhuset Fjället,arts_and_entertainment,Ingen webbplats,2,No digigal presence,Stockholm,"59,3173978","18,0867785",
Kulturnatt Stockholm,arts_and_entertainment,http://www.kulturnattstockholm.se/,2,,Stockholm,"59,37982","17,88477",
Kyss,arts_and_entertainment,Ingen webbplats,2,,Stockholm,"59,339463","18,080057",
Lattjobolaget,arts_and_entertainment,http://www.lattjobolaget.se,2,,Stockholm,"59,290629","18,01735",
Lebanese Club Stockholm,arts_and_entertainment,http://www.lebaneseclub.se/,2,,Stockholm,"59,372644","17,855865",
Lifeline Entertainment,arts_and_entertainment,http://www.lifeline.se/,2,produktionsbolag,Stockholm,"59,334069","18,097432",
Lights Festival,arts_and_entertainment,http://lightsfestival.se/,2,,Stockholm,"59,29416","18,08081",
Live Nation Entertainment Office,arts_and_entertainment,,2,,Stockholm,"59,334063","18,098238",
Lou-Lou Pettersson - Illustratör & Konstnär,arts_and_entertainment,http://www.lou-lou.se/,2,enskild illustratör,Stockholm,"59,34531","18,09939",
LUSTLY,arts_and_entertainment,https://lustly.se/,2,webbutik vuxenleksaker,Stockholm,"59,33958425","18,06291047",
Läkarförbundet,arts_and_entertainment,https://slf.se/app/uploads/2024/01/lakarforbundets-riktlinjer-for-kommentarshantering-i-sociala-medier.pdf,2,,Stockholm,"59,34219","18,07294",
Magdalena Kellerman konstterapi,arts_and_entertainment,http://www.magdalenakellerman.com/,2,enskild konstterapi,Stockholm,"59,25702","18,00795",
Magine HQ,arts_and_entertainment,http://www.magine.com/,2,"streamingtjänster, teknologi",Stockholm,"59,3317291","18,0679629",
Magritte,arts_and_entertainment,Ingen webbplats,2,,Stockholm,"59,313732","18,089247",
Max Wikdahl Illustration,arts_and_entertainment,http://www.maxwikdahl.com/,2,"enskild, not based in stockholm",Stockholm,"59,34545","18,038314",
Might and Delight,arts_and_entertainment,https://store.steampowered.com/developer/mightanddelight/,2,"digital butik, gaming",Stockholm,"59,31842","17,98212",
Mordmysteriet med middag,arts_and_entertainment,http://www.gamlastanevent.com/,2,,Stockholm,"59,3240155","18,0711364",
Mosebacke Café,arts_and_entertainment,Ingen webbplats,2,,Stockholm,"59,317823","18,074483",
Mosebacke Design District,arts_and_entertainment,http://www.mosebackedesigndistrict.se/,2,closed 2022,Stockholm,"59,3181992","18,073399",
MP Games,arts_and_entertainment,http://www.mpgames.se/,2,chokladhjul mm,Stockholm,"59,323175","18,0971959",
Nadja Wedin design,arts_and_entertainment,http://www.nadjawedin.com/,2,"enskild mönster, textil",Stockholm,"59,246602","18,082178",
"Norr Mälarstrand, Kungsholmen",arts_and_entertainment,Ingen webbplats,2,,Stockholm,"59,3269893","18,050537",
Orkesterdiket,arts_and_entertainment,Ingen webbplats,2,,Stockholm,"59,3292184","18,0701616",
Persian Stage,arts_and_entertainment,https://www.gisheh.se/,2,biljettförsälning,Stockholm,"59,33258","18,06683",
Peter Bergman,arts_and_entertainment,Ingen webbplats,2,"enskild, baserad på Värmdö",Stockholm,"59,3405278","18,0381389",
Photo exhibition,arts_and_entertainment,http://Leidnerimaging.se/,2,enskild ,Stockholm,"59,31922","18,06434",
Piraja Student,arts_and_entertainment,https://piraja.se/,2,,Stockholm,"59,33563","18,0752",
POTEMKIN,arts_and_entertainment,http://www.potemkin.se/,2,"enskild, games, storytelling",Stockholm,"59,31738","18,05583",
Public Speaking,arts_and_entertainment,http://www.publicspeaking.se/,2,,Stockholm,"59,334156","18,057379",
Pumpan,arts_and_entertainment,http://www.stockholm.se/-/serviceenhetsdetaljer/?enhet=8a2a73c698834695b4733f21d69e954f,2,Finns en lokal som man kan /kunde hyra av kommunen men den hemsidan är nere,Stockholm,"59,3084353","18,0924684",
PÅTAKET,arts_and_entertainment,http://www.PaTaket.se/,2,,Stockholm,"59,33279","18,0642",
"Ranhammarsvägen Hells Angels Motorcykelklubb, Bromma",arts_and_entertainment,http://bit.ly/HellsAngelsMC,2,,Stockholm,"59,3491679","17,9602033",
Red Salt,arts_and_entertainment,http://www.andrejzverev.com/,2,enskild,Stockholm,"59,2942818","17,9665303",
Robert Haglund,arts_and_entertainment,alkobrallan.blogspot.se,2,closed,Stockholm,"59,2885929","17,9733189",
RockArt,arts_and_entertainment,https://www.rockartprint.com/,2,"digital butik, enskild",Stockholm,"59,30316","18,0908",
Rävudden,arts_and_entertainment,http://www.ravudden.se/,2,ingen digital presence,Stockholm,"59,344545","18,045724",
Rökridån,arts_and_entertainment,www.rokridan.se,2,closed 2016?,Stockholm,"59,292747","18,07933",
Sagotåget,arts_and_entertainment,Ingen webbplats,2,,Stockholm,"59,3293978","18,0886218",
SBG18,arts_and_entertainment,http://www.sbg18.se/,2,closed 2024,Stockholm,"59,314572","18,064434",
Showroom 57,arts_and_entertainment,http://www.showroom57.com/,2,"konstgalleri, closed 2014?",Stockholm,"59,3432004","18,0477638",
Silversmed - Karolin Ohlsson,arts_and_entertainment,http://www.kohlsson.se/,2,digital butik silversmed enskild,Stockholm,"59,31859","18,0735",
Skap,arts_and_entertainment,http://www.skap.se,2,organisation för musiker,Stockholm,"59,31897","18,06427",
Slick,arts_and_entertainment,http://www.klubbslick.se/,2,"closed 2020? dj, klubb",Stockholm,"59,318645","18,075415",
So Stockholm Gallery,arts_and_entertainment,http://www.sostockholm.com/,2,closed 2016,Stockholm,"59,3308296","18,0707337",
